tstamp,PT0002000032936306KX,PT0002000032942455NH,PT0002000032959511HP,PT0002000032966446CC,PT0002000032968749YT,PT0002000032969229AC,PT0002000032976997LZ,PT0002000032990792KD,PT0002000032993611ME,PT0002000033016394FN,PT0002000033039837ZH,PT0002000033074862LZ,PT0002000033085062AW,PT0002000033094187PL,PT0002000033171958DG,PT0002000033186037TF,PT0002000033254603ZX,PT0002000053093191SV,PT0002000065256275YB,PT0002000065523872AA,PT0002000066469574LZ,PT0002000068856655YV,PT0002000068856781NM,PT0002000068856872QG,PT0002000068856906VS,PT0002000068856952LS,PT0002000068857099AR,PT0002000068857897ZV,PT0002000068857909SY,PT0002000068859187RL,PT0002000068859325FL,PT0002000068859382XF,PT0002000068859393XH,PT0002000068859597LS,PT0002000069698702RB,PT0002000069803182JW,PT0002000071896778MT,PT0002000073231742VK,PT0002000073481266XH,PT0002000073598156DE,PT0002000073717386HC,PT0002000075637532JB,PT0002000077394934QY,PT0002000077647404EM,PT0002000078207354XC,PT0002000078233981HJ,PT0002000078294957RQ,PT0002000078441876HB,PT0002000079901964CJ,PT0002000081344542CP,PT0002000081997398TD,PT0002000082549706RH,PT0002000082592498EF,PT0002000084414998AX,PT0002000085555547GN,PT0002000085641795MX,PT0002000089069203YG,PT0002000100113293JT,PT0002000100742616GC,PT0002000101964938LF,PT0002000102936404ME,PT0002000103647515BL,PT0002000105483259QH,PT0002000106237165CF,PT0002000107046231FW,PT0002000107172384HT,PT0002000107332489XW,PT0002000108315818YN,PT0002000109837807PE,PT0002000109942242HZ,PT0002000110090564GD,PT0002000110607652SB,PT0002000112026362NN,PT0002000112171317NK,PT0002000112989585PH,PT0002000114685657JR,PT0002000115031201VQ,PT0002000115673389QK,PT0002000115673471CB,PT0002000115700602GW,PT0002000117822355RM,PT0002000119303492KB,PT0002000120237616VJ,PT0002000120320157HF,PT0002000123648159KR,PT0002000123801456QA,PT0002000125379984SH,PT0002000131605602FL,PT0002000133505542CK,PT0002000133685986TF,PT0002000201936109ME
0,5.146604026845638,0.06257519788918206,0.0,0.09038834951456311,2.0454368932038838,0.45563561076604553,3.103987860394537,0.7477477477477478,0.3077993920972645,0.5633930197268588,0.8641535648994516,2.980392156862745,0.5183431952662721,0.3170566844919786,0.4793087378640777,4.13399585921325,1.5604930332261522,0.6312264736297828,9.54356846473029e-05,0.018793782383419687,0.6868992248062016,0.875,30.45211122554068,0.28846153846153844,5.59545923632611,1.371069182389937,2.0267094017094016,6.802997858672377,2.8108974358974357,14.989658738366082,16.764140875133403,10.311563169164883,10.092879256965944,18.32055378061768,1.5575210237659962,0.9910923482849605,5.317745803357314,3.1682146542827656,1.9989327641408752,0.004650822669104205,0.9197860962566845,1.2725090036014406,14.459401709401709,0.9540598290598291,1.1823027718550108,0.6171310629514963,1.794871794871795,113.65773195876288,1.2226235093696762,1.3778014941302028,16.440537745604964,9.35325506937033,0.3280388349514563,0.7232310679611651,2.107319926873857,0.058957894736842105,2.1639038461538465,38.92355371900826,5.911464077669903,2.157232704402516,4.108742004264393,1.6680896478121665,0.37086776859504134,0.07234951456310679,1.017075773745998,7.533013205282113,0.1128109756097561,0.08833584499461786,2.5261472785485592,0.0,2.1009615384615383,1.8352201257861636,0.0221139896373057,0.5148884120171674,10.104854368932038,30.06021897810219,1.5686274509803921,13.87646432374867,24.40277777777778,3.552350427350427,1.9755650485436895,2.5416666666666665,2.64713216957606,0.07108583690987123,4.535181236673774,0.06585093167701864,2.4304556354916067,2.7884046242774567,0.11395020746887967,0.14155163727959696,0.42759795570698467
1,5.127900900900901,0.05443157894736842,0.0,0.08252912621359224,2.1519296875,0.43010000000000004,3.057689024390244,0.7047027027027026,0.3005670731707317,0.5695274390243903,0.8654338235294118,2.961099585062241,0.36747619047619046,0.33777370689655173,0.4794609375,3.9868333333333337,4.0982112068965515,0.6246729166666667,4.5833333333333334e-05,0.019129166666666666,0.68306640625,0.8369098712446352,30.345954356846473,0.09334763948497854,5.5399377593361,0.9400252525252525,1.6571888412017168,6.878771551724138,0.7387339055793991,14.506224066390041,12.168454935622318,9.956896551724139,8.006742738589212,20.63733905579399,1.4031323529411763,0.8793315789473685,5.280797101449275,3.1773858921161824,1.9447424892703862,0.004661764705882353,0.903969957081545,1.2264492753623188,14.42274678111588,0.7194206008583691,1.1030042918454936,0.5653526970954357,1.530579399141631,108.19111570247934,1.2229041095890412,0.6582618025751072,12.407157676348548,9.662017167381974,0.3353984375,0.72128515625,2.1245294117647058,0.05869473684210526,2.099321370309951,38.9808091286307,5.6011484375,2.135732323232323,4.190450643776824,0.20493562231759657,0.30757261410788383,0.07215234375,0.9447424892703863,6.140096618357488,0.11191411042944786,0.03177272727272727,1.761802575107296,0.00194140625,1.3786231884057971,1.871212121212121,0.0067,0.5034891774891774,10.16015625,29.615808823529413,1.4465767634854771,16.36266094420601,26.515557939914164,3.611587982832618,1.7206875,2.8353004291845494,2.57035175879397,0.07101077586206896,6.204399141630901,0.06545833333333334,1.453502415458937,2.804645348837209,0.11485833333333333,0.14163636363636364,0.3424657534246575
2,5.139433628318584,0.047322916666666666,0.0,0.08778846153846155,2.1123,0.42325409836065575,2.956409638554217,0.698125,0.30007831325301204,0.5610963855421687,0.867463768115942,2.956967213114754,0.350953488372093,0.32937021276595746,0.47737692307692303,4.040292181069959,4.487829787234043,0.6327489711934157,5.3497942386831277e-05,0.019028806584362137,0.7114230769230769,0.774364406779661,30.3109631147541,0.07309322033898305,5.626024590163935,0.845,1.6133474576271187,6.680851063829787,0.6069915254237288,14.081967213114755,10.915783898305085,9.96063829787234,7.469262295081967,21.05826271186441,1.5231014492753623,0.8023750000000001,5.322619047619048,3.1598360655737703,1.9226694915254237,0.004681159420289855,0.9205508474576272,1.1892857142857143,14.390889830508474,0.7108050847457628,1.0709745762711864,0.5604508196721312,1.4618644067796611,105.50409836065573,1.2277162162162163,0.565677966101695,10.627561475409836,10.150423728813559,0.33349999999999996,0.7433615384615385,2.310550724637681,0.05915625,2.1312,39.05327868852459,4.967869230769231,2.1875,4.235169491525424,0.001059322033898305,0.14651639344262296,0.07218461538461539,0.9459745762711864,4.292857142857143,0.11178787878787878,0.012508547008547009,1.6875,0.0,1.3583333333333334,1.85625,0.0019629629629629632,0.4836709401709402,10.025,29.94927536231884,1.4672131147540983,15.20021186440678,23.49311440677966,3.6265889830508473,1.4821846153846154,2.8283898305084745,2.547029702970297,0.07097446808510638,5.926906779661017,0.06551028806584362,1.3571428571428572,2.821333333333333,0.11571193415637859,0.1418,0.24324324324324326
3,5.13712389380531,0.044583333333333336,0.0,0.08540384615384615,2.1447923076923074,0.43108196721311476,2.7145963855421686,0.6959910714285714,0.3058674698795181,0.5555240963855421,0.8583768115942029,2.966188524590164,0.34413953488372095,0.31860425531914893,0.4767230769230769,4.342353909465021,4.1192553191489365,0.6313415637860083,0.0,0.018765432098765432,0.7141461538461539,0.725635593220339,30.34733606557377,0.09110169491525423,5.76844262295082,1.1025,1.5921610169491525,6.672340425531915,0.5752118644067796,13.262295081967213,10.403601694915254,9.921276595744681,7.262295081967213,19.320974576271187,1.4968478260869564,0.7877291666666667,4.730952380952381,3.1629098360655736,1.8908898305084745,0.005485507246376812,0.9004237288135594,1.180952380952381,14.327330508474576,0.7330508474576272,1.0741525423728813,0.5573770491803278,1.4555084745762712,106.35450819672131,1.2273513513513514,0.5699152542372882,9.46311475409836,9.57521186440678,0.3335230769230769,0.7011615384615384,2.3582753623188406,0.05886458333333333,2.1304423076923076,38.994877049180324,4.4602,2.17125,4.198093220338983,0.0,0.14344262295081966,0.0721923076923077,0.9544491525423728,3.7333333333333334,0.11141212121212121,0.009730769230769232,1.7129237288135593,0.03160769230769231,1.3023809523809524,1.84375,0.0019588477366255146,0.46851282051282056,10.057692307692308,29.784420289855074,1.4323770491803278,14.150423728813559,18.386652542372882,3.6154661016949152,1.815553846153846,2.6514830508474576,2.5408415841584158,0.07083829787234042,5.3951271186440675,0.06512345679012345,1.175,2.817,0.11629218106995885,0.1418,0.20608108108108109
4,5.127132743362831,0.04232291666666666,0.0,0.07794230769230769,2.259646153846154,0.41922131147540986,2.5070783132530123,0.6959821428571429,0.30489156626506025,0.5600240963855422,0.8655,2.9487704918032787,0.3375348837209302,0.32688510638297874,0.47838461538461535,4.658847736625514,3.536676595744681,0.6316378600823045,0.0014897119341563785,0.017835390946502057,0.6916615384615384,0.663135593220339,30.331967213114755,0.0836864406779661,5.796106557377049,1.2275,1.5741525423728813,6.558510638297872,0.5391949152542372,11.77561475409836,9.995762711864407,9.88191489361702,7.00922131147541,18.41949152542373,1.614086956521739,0.7832708333333334,4.745238095238095,3.1670081967213113,1.9131355932203389,0.006514492753623188,0.923728813559322,1.1857142857142857,14.370762711864407,0.7171610169491526,1.0677966101694916,0.5594262295081968,1.4459745762711864,111.43852459016394,1.225668918918919,0.5413135593220338,9.363729508196721,9.460805084745763,0.3332,0.7332615384615384,2.3814855072463765,0.0590625,2.1211346153846153,39.03586065573771,3.8687615384615386,2.13625,4.265889830508475,0.0,0.1290983606557377,0.07214615384615385,0.9438559322033898,3.5476190476190474,0.1111878787878788,0.009752136752136752,1.6705508474576272,0.07065384615384616,1.3035714285714286,1.82875,0.0019588477366255146,0.4648034188034188,9.975,29.458333333333332,1.4282786885245902,13.139830508474576,13.515889830508474,3.6154661016949152,1.7591153846153846,2.5995762711864407,2.5383663366336635,0.07078297872340426,4.938559322033898,0.06502057613168724,1.1773809523809524,2.781988505747126,0.11668312757201646,0.141755,0.16216216216216217
5,5.119460176991151,0.04253125,0.0,0.07608653846153847,2.279076923076923,0.41818032786885245,2.145825301204819,0.6972678571428571,0.3050301204819277,0.560355421686747,0.8098695652173913,2.9538934426229506,0.3459069767441861,0.3301234042553191,0.47835384615384613,4.474259259259259,2.6338808510638296,0.6321234567901234,4.938271604938272e-05,0.017041152263374486,0.7065384615384614,0.6133474576271186,30.283811475409838,0.08686440677966102,5.776639344262295,1.105,1.5614406779661016,6.508510638297873,0.5402542372881356,10.299180327868852,9.752118644067796,9.840425531914894,6.853483606557377,17.80720338983051,1.3437898550724638,0.7799791666666667,4.423809523809524,3.130122950819672,1.875,0.005333333333333333,0.913135593220339,1.194047619047619,14.191737288135593,0.711864406779661,1.0540254237288136,0.5563524590163934,1.4290254237288136,120.7110655737705,1.2228783783783783,0.548728813559322,9.311475409836065,9.38771186440678,0.33279230769230767,0.7177384615384615,2.354630434782609,0.058937500000000004,2.118333333333333,39.0,3.3879923076923077,2.2125,4.204449152542373,0.0,0.1557377049180328,0.07216923076923076,0.875,3.426190476190476,0.11112121212121212,0.010012820512820512,1.4608050847457628,0.051515384615384616,1.2809523809523808,1.8525,0.0019588477366255146,0.4663547008547008,9.936538461538461,29.64855072463768,1.4293032786885247,11.913135593220339,9.561440677966102,3.6165254237288136,1.5480076923076924,2.4311440677966103,2.733910891089109,0.07067234042553192,4.447033898305085,0.06432921810699588,1.1392857142857142,2.8251724137931036,0.11664197530864198,0.14180500000000001,0.125
6,4.263823008849558,0.043916666666666666,0.0,0.07961538461538462,2.250630769230769,0.42756557377049176,2.0970722891566265,0.8802321428571428,0.3061987951807229,0.5375060240963855,0.685731884057971,2.9538934426229506,0.36074418604651165,0.32070212765957445,0.4801384615384615,4.573761316872428,2.212382978723404,0.632679012345679,5.3497942386831277e-05,0.01642798353909465,0.6968384615384615,0.5667372881355932,30.264344262295083,0.0847457627118644,5.254098360655738,0.9225,1.5508474576271187,6.440425531914894,0.527542372881356,9.6875,9.526483050847459,9.836170212765957,6.712090163934426,18.434322033898304,1.4539057971014493,0.6074166666666666,4.102380952380952,3.1618852459016393,1.7902542372881356,0.004724637681159421,0.9036016949152542,1.2107142857142856,13.454449152542374,0.7245762711864406,1.055084745762712,0.5635245901639344,1.5264830508474576,129.96926229508196,1.0799864864864865,0.5603813559322034,9.761270491803279,8.94385593220339,0.30786153846153846,0.7002153846153847,2.0073478260869564,0.05882291666666667,2.2469935897435898,40.06659836065574,3.2708846153846154,2.15125,3.2563559322033897,0.0,0.1403688524590164,0.07211538461538461,0.8167372881355932,3.3702380952380953,0.11121212121212122,0.010448717948717948,0.9692796610169492,0.012392307692307692,1.2845238095238096,1.8025,0.0019588477366255146,0.4263205128205128,9.940384615384616,29.67391304347826,1.4334016393442623,11.132415254237289,3.5328389830508473,3.6091101694915255,1.4649384615384615,2.3177966101694913,2.974009900990099,0.07074042553191488,4.057203389830509,0.06376131687242799,1.088095238095238,2.2907241379310346,0.11646913580246913,0.14044500000000001,0.11148648648648649
7,1.4879115044247786,0.048927083333333336,0.0,0.07475961538461538,1.894453846153846,0.41208196721311474,2.0382831325301205,0.7927589285714286,0.3121987951807229,0.5066987951807228,0.639108695652174,3.0327868852459017,0.389,0.5127914893617022,0.48107692307692307,5.336769547325103,2.058604255319149,0.6325432098765432,0.001308641975308642,0.016333333333333335,0.6898615384615385,0.5625,30.233606557377048,0.0858050847457627,4.819672131147541,0.67875,1.6091101694915255,6.48404255319149,0.5476694915254238,7.090163934426229,10.11334745762712,9.929787234042553,8.300204918032787,16.922669491525422,2.1136666666666666,0.31628125,3.636904761904762,3.1290983606557377,1.6641949152542372,0.004666666666666667,0.9057203389830508,1.1904761904761905,14.615466101694915,0.6398305084745762,1.0752118644067796,0.5850409836065574,1.7192796610169492,147.38319672131146,0.5785878378378378,0.5582627118644068,19.392418032786885,7.505296610169491,0.262,0.7400538461538462,1.0523623188405797,0.05894791666666666,2.384871794871795,41.033811475409834,2.8331538461538464,2.17375,0.8283898305084746,0.0,0.1598360655737705,0.0722076923076923,0.9078389830508474,3.316666666666667,0.11162424242424242,0.009756410256410256,0.9057203389830508,0.0,1.3095238095238095,1.805,0.0019588477366255146,0.2592606837606838,9.95,29.46195652173913,1.6055327868852458,6.248940677966102,2.4788135593220337,3.635593220338983,1.8932307692307693,2.1959745762711864,2.862623762376238,0.07201702127659575,2.954449152542373,0.06339094650205761,1.236904761904762,0.9113563218390804,0.11506584362139917,0.06594,0.12331081081081081
8,0.12246902654867257,0.055,0.0,0.08,1.7264923076923075,0.43238524590163935,1.5030301204819276,0.6829375000000001,0.3764578313253012,1.0622168674698795,0.6270869565217391,2.9026639344262297,0.32246511627906976,0.6767191489361702,0.48133846153846155,7.055395061728395,1.3920212765957447,0.6344938271604937,0.00031275720164609055,0.016440329218106998,0.7093692307692308,0.6154661016949152,30.33094262295082,0.07097457627118645,4.651639344262295,0.3725,2.38771186440678,6.614893617021276,1.9851694915254237,4.773565573770492,26.010593220338983,10.019148936170213,16.734631147540984,17.02012711864407,2.212644927536232,0.055989583333333336,3.336904761904762,3.1721311475409837,1.7330508474576272,0.009195652173913042,1.7997881355932204,1.1773809523809524,17.72457627118644,0.6790254237288136,1.6652542372881356,1.478483606557377,1.6069915254237288,158.76639344262296,0.04579729729729729,0.7966101694915254,26.153688524590162,7.258474576271187,0.2370076923076923,0.8661923076923077,0.7684855072463769,0.05894791666666666,2.44075,45.57889344262295,0.8827999999999999,2.1875,0.5572033898305084,0.0,0.14754098360655737,0.07223846153846154,0.809322033898305,3.354761904761905,0.11124848484848486,0.009444444444444445,1.8845338983050848,0.0,1.7357142857142858,1.8125,0.0019588477366255146,0.09497435897435898,9.986538461538462,29.682971014492754,1.7110655737704918,4.742584745762712,2.3940677966101696,3.6387711864406778,3.4352384615384617,2.0953389830508473,2.878712871287129,0.07327234042553192,1.5858050847457628,0.06315637860082304,4.333333333333333,0.07256321839080461,0.11394650205761317,0.000285,0.11993243243243243
9,0.0,0.05527083333333333,0.0,0.07503846153846154,1.692176923076923,0.46267213114754097,1.4009096385542168,0.6813750000000001,0.6365662650602409,1.4663253012048192,0.6493768115942029,2.8545081967213113,0.3265581395348837,0.670795744680851,0.48073846153846156,8.210625514403292,0.8187063829787233,0.6431152263374486,0.001139917695473251,0.017288065843621397,0.7093153846153846,0.763771186440678,30.395491803278688,0.09322033898305085,4.769467213114754,0.3625,2.61228813559322,6.7106382978723405,5.46292372881356,4.347336065573771,38.313559322033896,10.106382978723405,29.98155737704918,17.531779661016948,2.5722971014492755,0.05266666666666667,3.5952380952380953,3.1721311475409837,1.7838983050847457,0.7077898550724637,12.973516949152541,1.1976190476190476,20.679025423728813,2.4417372881355934,4.3125,3.081967213114754,1.4798728813559323,193.74590163934425,0.0,3.6228813559322033,31.10143442622951,7.532838983050848,0.23722307692307693,1.1779846153846154,0.4320942028985507,0.05886458333333333,2.526147435897436,47.20286885245902,0.4295307692307692,2.1775,4.233050847457627,0.0,0.16290983606557377,0.07238461538461538,0.823093220338983,3.4511904761904764,0.11026666666666667,0.009175213675213676,3.6165254237288136,0.0015692307692307694,4.805952380952381,1.78375,0.0019588477366255146,0.00023931623931623932,10.00576923076923,29.85144927536232,1.4897540983606556,7.880296610169491,2.4438559322033897,3.672669491525424,4.989776923076923,2.094279661016949,2.897277227722772,0.0743531914893617,1.2245762711864407,0.1749547325102881,8.435714285714285,0.0,0.11237448559670783,0.0,0.12331081081081081
