CPE,mean,std,min,max,missing_pct,hora_pico,mean_noite,mean_dia,ratio_noite_dia,std_diario,mean_diario,diff_utilizacao_nao_utilizacao,hora_pico_utilizacao,hora_pico_nao_utilizacao,std_mensal,amplitude_horaria,cv
PT0002000033074862LZ,6.626553250819431,6.229196130896825,0.0,35.0,0.00015896890323685144,12,3.0346516547895055,9.10349597585513,0.3333501396428582,311.21673568566905,635.185814771395,4.174967470981174,12,21,6643.392242581579,10.256455399061032,0.9400356256288336
PT0002000033085062AW,2.6323282716731087,3.2561226262172887,0.0,19.504,0.8228352715311151,11,1.0066977546515294,3.5661811731315045,0.28229013215487775,135.55633736110724,44.709463071512296,2.6764260457269375,11,22,3292.611073070868,3.823258278145695,1.2369743778756348
PT0002000033094187PL,0.7496075381546008,0.6902602004312575,0.0,4.668,0.03771231519864999,9,0.476866337280997,0.9210307491289197,0.5177528955813921,52.93787414252949,69.15459085580297,0.49851546958647813,9,13,1084.37370023612,0.6926329268292684,0.9208287874619754
PT0002000033171958DG,1.1117333944113605,1.1411550659543443,0.0,7.58,0.4661090526676205,10,0.713477346112889,1.4039618524332809,0.5081885557476676,76.79789588658143,56.90302461899179,0.7460191458855547,10,1,1923.751010425588,1.3137582417582416,1.0264646827115973
PT0002000033186037TF,7.345530692463113,5.3803351415611385,0.0,27.604,0.0013695782432713356,11,4.2873426533982855,9.52016904482122,0.45034312239765467,320.820635875919,703.2506025791336,2.926367952577328,11,11,9187.12757050889,9.436673325499413,0.7324637751608111
PT0002000033254603ZX,3.997360121997713,4.617515245956159,0.0,25.232,0.037749000330166184,12,4.144582701336194,4.3403791811846695,0.9548895449740328,295.19900145851284,368.7599859320044,2.742874510651508,12,2,7147.118319057384,6.5694536585365855,1.155141169429718
PT0002000053093191SV,0.760175025713866,0.6132019730318499,0.0,3.552,0.001332893111755139,15,0.6573783545562671,0.8325185496055061,0.7896260748397376,55.237264542830296,72.78074325908553,0.13639669467241664,15,17,1498.5957924523127,0.30608026281511214,0.8066589302325521
PT0002000065256275YB,0.0019012306373599464,0.021729206081286385,0.0,0.612,0.0013695782432713356,20,0.00012230275039687007,0.00292152089978177,0.04186269911880684,0.4191444724150149,0.18202110199296598,0.0015838465852392337,20,21,4.5415211467565335,0.01038190364277321,11.429021631725657
PT0002000065523872AA,0.04424235003122436,0.07805913249610451,0.0,2.244,0.0013451214889272044,16,0.021671911377675716,0.05722083263387612,0.3787416292304251,5.149567995795767,4.235803048065653,0.038129329747807195,16,11,106.2583193153559,0.05686368977673326,1.7643532145334437
PT0002000066469574LZ,0.728156428931336,0.2096351963400837,0.0,5.844,0.46608459591327633,14,0.6985988825270358,0.7429026687598116,0.9403639425515381,36.354006470197035,37.2717069167644,0.008953909722318965,14,14,1110.305361589316,0.10357362637362633,0.28789857235450156
PT0002000068856655YV,1.7625556867075354,1.9650716842416496,0.0,15.0,0.0365383909901317,11,0.6777979074840959,2.4298112058465287,0.2789508525819626,101.84180068797643,162.80187573270808,1.2073584139880265,11,18,2229.866174274235,2.7104141291108403,1.114899063366568
PT0002000068856781NM,31.704263594334776,2.811839588193155,0.0,44.0,0.00018342565758098242,15,30.555367821315457,32.49595489604293,0.9402821957091102,214.38209561207873,3038.926143024619,1.5230435065345596,15,17,23520.227756858196,3.73474178403756,0.08868963569605198
PT0002000068856872QG,0.14573470242552705,0.5018961602024873,0.0,9.0,0.03656284774447583,21,0.09071945512761026,0.14322690099182184,0.6333967606601381,18.8802730827085,13.460726846424384,0.09199643015850643,21,0,229.84071445892374,0.23020706455542023,3.443902871788309
PT0002000068856906VS,5.8308077101832145,2.7890089307235324,0.0,26.0,0.00018342565758098242,13,5.6680387756141695,5.932700368879947,0.9553893544575311,203.05340560014278,558.8962485345838,0.8524734894610698,15,3,5787.445299783705,2.095070422535211,0.4783229132822658
PT0002000068856952LS,0.8557403161937654,1.2215457264349465,0.0,8.0,0.17857099184367242,22,1.0683080343572173,0.6150255102040816,1.7370141833673285,65.28166349244262,67.38980070339977,0.029859507559217343,22,22,1829.4649476117957,1.1667857142857143,1.4274724508344325
PT0002000068857099AR,3.037575519114586,3.3787151238450197,0.0,24.0,0.03655061936730376,21,1.6504046908079688,3.0098964677222897,0.5483260665297557,104.22308175386236,280.5679953106682,1.5165603103900385,21,17,3122.3539265778454,6.841961023142509,1.1123065426962198
PT0002000068857897ZV,11.821045083007565,10.001592823218605,0.0,65.0,0.03655061936730376,9,6.618225464470721,15.504698103358274,0.4268529074446946,538.2318573694009,1091.8599062133646,6.075684590179656,9,1,12633.317034923373,15.300852618757613,0.8460836375284302
PT0002000068857909SY,4.524400304607184,4.976053969241479,0.0,24.0,0.036526162612959635,21,0.9163571296113434,5.597507395162694,0.16370806948879593,257.7096835069581,417.9103165298945,2.585328015851739,21,11,6375.192851827191,7.937576126674786,1.099826194462585
