CPE,f01_pct_hora_00,f02_pct_hora_01,f03_pct_hora_02,f04_pct_hora_03,f05_pct_hora_04,f06_pct_hora_05,f07_pct_hora_06,f08_pct_hora_07,f09_pct_hora_08,f10_pct_hora_09,f11_pct_hora_10,f12_pct_hora_11,f13_pct_hora_12,f14_pct_hora_13,f15_pct_hora_14,f16_pct_hora_15,f17_pct_hora_16,f18_pct_hora_17,f19_pct_hora_18,f20_pct_hora_19,f21_pct_hora_20,f22_pct_hora_21,f23_pct_hora_22,f24_pct_hora_23
PT0002000069698702RB,4.413821159328923,2.7127688771560887,2.8803846352367652,2.79085271274071,3.0163969936703685,2.636162851237864,2.778954100379339,3.1677527154544234,4.182875797348343,5.361711460078896,4.8246028835552845,4.309257074461552,6.664858389007203,5.67629781359332,5.546937932987255,4.401961170173472,4.794101825772368,7.604453725304489,6.7260027190634135,3.4406860248990263,2.842381763086569,3.0602859655610835,3.0246335829045847,3.1418578269986517
PT0002000069803182JW,8.906955175207749,7.763441460682027,7.1269034567933796,7.052823605963715,7.062946973479227,7.0074529926975755,5.44202183886648,2.9390983094646947,0.5762410602970713,0.5469782010725424,0.6108028697055004,0.6368230877727166,0.7487601150405986,0.7108502127299027,0.7555090267176073,0.8578763081309811,0.8984752299379852,1.4758235335570655,3.310499355190064,3.9446334234664726,5.71585365757385,8.079238165466238,8.907930703181407,8.922061237005142
PT0002000071896778MT,3.6156277313973084,5.240075201778394,5.234120100357931,4.968263685398708,4.848139168899273,4.7162179932945065,5.326047724361689,5.981769336582546,5.150680316442157,5.332089915610762,5.4566741446987965,5.229660387769329,5.586149671464652,4.918487538442055,4.249242926758987,3.7326355749632216,3.4863443507152816,3.22120724423809,2.885002459736084,1.9642876027344418,2.1734625093095024,2.1326057875300544,2.09117361896498,2.4600350085512637
PT0002000073231742VK,2.702452812915701,2.708206174941014,2.698670237705306,2.6999191595109826,2.6996693751498473,2.68318360731492,2.6856814509262725,2.889005920890371,6.734685944928772,6.59905303683233,7.113608820770956,7.103367661964412,7.840481311674551,6.064264719641745,5.282439669288395,5.0928533391867346,4.2905459712202925,4.32751405666831,3.8009686233951907,2.9342168902558527,2.7601171905445794,2.7978346290760023,2.7758536052961,2.7154057899013684
PT0002000073481266XH,1.9826183642689725,1.9005052859591913,1.8940008791963658,1.8790343398658715,1.8784474167548717,1.8461666456498822,1.7549001018894128,2.36001782933021,5.6206691724896185,6.6281226925207815,7.182178109304596,7.730951218089413,7.414599661260518,6.612275768523787,5.969594961979002,6.466425375440335,7.010209637781653,6.280664210808898,4.733534890213416,3.4640202011208405,2.526117069743154,2.3518009057762126,2.3142378266722257,2.198907435360764
PT0002000073598156DE,0.0436786612417986,0.030797256001685806,0.03076534766377006,0.035804849790992466,0.04245645071697702,0.0349513857210598,0.030819535858686457,0.031618811733702734,0.10203637102752837,4.683756627596632,7.236128984547596,7.22652412699867,7.22921998969576,7.156797467190026,7.159412047594743,7.148100261905947,7.1433858889482265,7.1342009899099,7.985267232217713,9.77970930687338,10.13403236638281,9.525796972543986,0.044027908369552365,0.03071115946885367
PT0002000073717386HC,0.6845183896895441,0.6801117856364991,0.686747832962454,0.6851314123737731,0.6902115913667702,0.686747832962454,0.6798203161538212,0.6828222401042288,1.3831941894569937,9.928748007359326,11.329260988837902,7.618421151680321,5.559563156154688,4.522513889902374,2.0392300312345095,0.8033610325744376,5.392148166612732,10.222243802818397,11.940498888586259,11.706579737681428,7.781217796683191,2.9356507062715793,0.6788966472460036,0.68236040565032
PT0002000075637532JB,1.2328864247628208,1.2208353408877017,1.210362220281174,1.2093714735797156,1.2116832158831177,1.2087109757787438,1.2272049142059598,1.6779946633693434,7.994995631865466,9.52041530321028,10.20072803821143,9.277352112452588,9.29617629978029,7.851667609054545,7.376439441255196,6.594410044904358,5.352674179077016,4.808093742175609,3.7308218287902912,1.995694105636871,1.4943762746991296,1.48612005218698,1.5016417505098216,1.3193443574415522
PT0002000077394934QY,2.989796855998517,2.9747978762620693,2.967522093046478,2.969133361176773,2.9727277285443563,2.9341812371195903,2.7710093530015705,3.2614545831231077,4.126209794282564,5.178615770770301,5.911866713757165,6.167314684260193,6.236103439053586,5.8661934594483975,5.663545506138134,5.66348353428697,5.496469395396707,5.1315791357359,4.397708474237384,3.729404031271671,3.3000010745478736,3.1449475029324976,3.1026207285866536,3.04331366702154
PT0002000077647404EM,5.404027497431729,0.90194788756662,0.860109456728446,0.8708055005728391,0.8637977477092712,0.8615847731207761,0.8637977477092712,0.7656892076193198,0.7516737018921839,2.030773014042377,2.841459371627765,3.212501444298784,2.941043228110046,1.8843478621036154,1.6320687590151688,1.8725453309649742,1.9466799796795615,2.7665870647170125,7.219460765867325,11.63618921540555,12.438761332833122,12.836359100566083,12.430278263577224,10.167511746840939
PT0002000078207354XC,2.3966115597899313,1.4302206813245983,1.4270890934438876,1.4197581563200319,1.405445374316314,1.3865943931406852,1.3991617139244377,1.836574295647821,4.199230602993278,5.114201374499254,5.434668054484941,5.561737631298438,5.282114743859947,4.6031303292933226,4.848193084576495,5.32610036660308,5.486682798839917,5.78760031316199,6.391180803026099,6.520344933303555,6.3056532032477834,6.090263288704026,5.797723988237789,4.549719215962375
PT0002000078233981HJ,1.0113027913748427,0.898450420876797,0.8821965068345677,0.8873391467790195,0.885469095890128,0.8845340704456821,0.8821965068345677,0.8948193503345853,1.5268965507799144,4.309064760728252,6.230542049064274,6.400716679953401,3.6882078656162722,1.7714057045024785,2.6082534772814276,3.408635257726992,3.726076396116325,3.999103825894484,6.809790311898419,11.589640383905106,11.520916013738344,10.512491071903598,9.370825004235336,5.3011267572851954
PT0002000078294957RQ,1.3904540545398627,1.2287814557461365,1.1982475621033153,1.188987534575469,1.1788015042948379,1.1593554464863607,1.2216291316111274,2.068690149720871,6.989237277330215,8.60210257199285,9.031536348596724,8.420837533135257,9.869568839866815,8.754198524137724,7.971031695970122,6.1532882922538885,5.279141693625195,4.871005980335367,3.640811323260982,2.0392895623199583,1.900157648714067,1.95965332558048,1.9932209253689228,1.8899716184334368
PT0002000078441876HB,2.2379963108276653,2.1480744186130667,2.074865367321956,2.056060008748086,2.144819508095552,2.371839858888686,2.657730620044477,3.2292543811837113,3.748542280396361,5.158372616054429,5.6641560712375725,5.895804916125467,6.198640672611229,5.691523583536375,5.73993785590772,5.83680002167289,6.007908612081617,6.0613660378249765,5.487118973864854,5.119271366910072,4.839376354763233,4.133357296696102,3.031697253090638,2.4654856135032603
PT0002000079901964CJ,8.285476014876384,8.31481429808719,8.339001620283438,8.332243952579155,8.319865915453496,8.286566879681699,7.303927938846304,3.8891501712043675,0.31388110168532485,0.0,0.0,0.0,0.0,0.0,0.0008992591074192797,0.00248618694404206,0.0,0.9044959692803669,2.9913060744391764,4.505512942948612,5.774023709152941,7.8563507431732935,8.303084153581212,8.276913068675578
PT0002000081344542CP,2.2552478033384546,1.0112256826017514,0.7784074968560494,0.7600776499913072,0.7344158643806682,0.7274912555650989,0.73237921472903,0.7393038235445993,0.8672054216674668,2.5930623364655205,4.348247006247162,4.7657601848329545,4.074113963136685,2.7466257201990274,2.3079313852361985,2.925036229682517,3.60772119291158,5.971049448672332,9.248426068088225,11.149027522996821,11.084669394005058,10.453308001997275,9.344963261575867,6.774304071278364
PT0002000081997398TD,2.3192628546626857,1.8237424105704418,1.6074710487708403,1.4434127359921092,1.4313960775631838,1.4305124997375276,1.4992106756823038,3.268707808232866,4.738451163429532,5.684807193598698,4.655041416687579,5.6823773545781435,6.48387080023096,6.560344461041513,6.0844936230343185,5.306282453087545,5.8207898209672,7.365504754670803,6.9032168362874335,5.050884282581595,4.612099534360683,4.074354069666267,3.3729258127690254,2.780840311796747
PT0002000082549706RH,4.269870381433989,4.365382174045396,4.613116866127123,4.333298019740394,4.2826747294398135,4.254164359902398,4.059737547154562,3.390369700405396,3.3514287078664875,3.828734016414823,4.285456228906878,4.338861018674524,4.287403278533824,4.152361479407822,4.086579017011738,4.224263240631452,4.265707582690716,4.303396900469448,4.341920668088297,4.100486514347063,4.201454945001519,4.234137563739531,4.218143941803908,4.211051118162892
PT0002000082592498EF,3.036851220030813,3.0623605061697647,3.058523782862115,3.0607512925109477,3.0584387634098693,3.048576506949386,2.8548681869531376,2.4978034914122995,2.298942992609971,2.2990790237335643,2.3049453659385066,2.305931591584555,2.313243264477672,5.306149034096676,7.460763004574611,7.540069149629256,7.544609188379167,7.890519331785387,8.238231887579216,7.9473293297758625,3.8723469836469153,3.0190577531297333,2.9964085710515205,2.98419977770906
PT0002000084414998AX,2.9354719829478997,2.96958938485984,3.031792033448594,2.909960658058306,2.9766187920884164,2.9831528266432628,2.8872837146032513,3.006415453867939,3.6016989465264606,4.991288597808201,5.558276243346856,5.794636249624959,5.843394423445996,5.856343525539984,5.824981989938503,5.9861639936002735,5.86238338941421,5.82812088889132,5.212832634976645,3.8199027559462793,3.0286805884224774,3.063510470097189,3.0361480564851586,2.991352399417971
PT0002000085555547GN,6.094037434981966,6.147900638474526,6.693170403085995,6.835751953229174,6.8631621141541626,6.807426932143275,5.684917277305791,2.9717747164628516,2.554022239998598,2.2253557568657523,1.971559290667805,1.722675742346963,1.698063627758271,1.3962785876652108,1.3150936593598612,1.2816834415353853,0.8382376521104524,0.6365228679301403,0.7238147848420975,3.4801399334101655,8.061165554218073,8.610711359707222,8.325257167551479,7.061276864194782
PT0002000085641795MX,2.9030981260121114,2.892473583706641,2.877411798415242,2.868536735478325,2.8734834918693952,2.8659178644477636,2.8667908214579527,2.8676637784681365,2.885268411506931,2.8919610819183736,2.8926885460935337,2.8905061535680643,2.8848319330018395,5.00437155373872,7.6722736697088,8.618850054422841,8.79620582032607,8.605610206434985,7.908263048129668,4.306733409763339,2.9203321847494923,2.9294982333564668,2.89457995294894,2.8826495404763697
PT0002000089069203YG,2.9363502689989027,2.7099061185559314,2.7332580382427683,2.7273023636636413,2.713680440013644,2.7071931347165763,2.8884360654450694,3.1218821954267675,4.470817636291569,5.319660036059563,6.122070717579719,6.142909945556934,6.057780010113675,5.932449335199349,5.984470625309121,5.950764278504346,5.81375716279222,5.322630824992944,4.516950503803765,3.825471325389623,3.487228991594149,2.9420732757380867,2.791246971265874,2.7817097347457493
PT0002000100113293JT,3.8235085520122767,3.8393864583094057,3.839672295094175,3.8364921310091504,3.8359139193573277,3.830912388569061,3.9328221922028215,4.00521429101103,4.409991357869549,4.564084763080311,4.538065238748288,4.435635044627887,4.339594089260128,4.186772749683374,4.10431976813345,4.129905633726606,4.205015327298383,4.30458337374226,4.410396106025824,4.536157140297273,4.519967214046236,4.349828435497391,4.141903525501928,3.8798580048958566
PT0002000100742616GC,7.506917406281151,7.2845484203711415,6.428148976293299,5.760011215187747,5.021817747074562,4.4462627879470595,4.257560731171788,4.687795398795721,4.6275525272035125,3.505913961505795,5.488128612962175,5.950079131062683,6.579849663711331,5.510798041946984,3.567818308996796,3.906619795528168,3.3706911734464398,2.994212230989455,2.0588834157481606,1.3791974391286126,1.2249949576883497,1.0995959538147562,1.0765706897939618,2.2660314133503623
PT0002000101964938LF,1.729343825703345,1.8775500958607911,1.9952488272435467,1.9969600183475291,1.9915412465182512,1.9892596583796078,1.9784221147210523,2.7849635217314512,5.898760933944864,6.2335839932907655,6.209912516352341,6.241569551776018,6.360212134985469,6.896955744601299,6.844764415929834,6.903230111982568,6.557284310460782,6.212479303008315,5.954374644824295,5.495205031922335,2.6800104673538603,1.7362885735075346,1.7191766624677098,1.7129022950864408
PT0002000102936404ME,3.3858950672539576,3.5091569365455126,3.5565965385284883,3.5153447899681383,3.5307520695509202,3.471607996313792,2.720627368907902,0.6510818146272107,0.4748921174628244,3.570761295564271,4.731028849951465,4.712142507237087,4.686049533750119,4.697480741182506,4.7263072642728705,4.723076705650675,4.679588416505727,5.335391816811533,6.1899988246370965,6.291388664472174,6.850275306112096,6.863446045110281,3.773540975234426,3.3535683543489347
PT0002000103647515BL,11.259537167574079,1.3163973398038686,0.018502012637764884,0.016446233455790858,0.004111558363947377,0.0,0.0,0.0,0.0,0.0,0.004111558363947377,0.010278895909869456,0.004111558363947377,0.004111558363947377,0.012334675091842806,0.010278895909869456,0.016446233455790858,0.5735623917707174,4.436371474699675,11.843343867351635,18.0764663470965,18.033294984275045,17.507015513689726,16.85327773382203
PT0002000105483259QH,6.424826838334713,4.643380865152485,2.6086659073643745,2.5158675154027974,2.3508925963599903,2.5622667113835855,2.454001920761745,2.4952456505224463,2.46431285320192,2.6808424344456028,2.670531502005427,2.716930697986216,2.9179938805696364,2.964393076550427,2.9695485427705135,4.77396171980121,5.8978533557803265,6.6814842212336565,6.851614606496552,5.614302713675503,5.707101105637083,6.3566898493681325,6.377311714248483,6.299979720947169
