CPE,mean,std,max,median,p05,p95,iqr,missing_pct,pct_zero,hora_pico,mean_noite,mean_dia,ratio_noite_dia,amplitude_horaria,diff_utilizacao_nao_utilizacao,tem_dias_nao_utilizacao,hora_pico_utilizacao,hora_pico_nao_utilizacao,diff_weekday_weekend,cv,cv_diario,autocorr_lag1,autocorr_lag96,tendencia_slope,tendencia_norm,cv_mensal
PT0002000068856655YV,1.7625556867075354,1.9650716842416496,15.0,1.0,0.0,6.0,3.0,0.0365383909901317,0.24746566883108942,11,0.6777979074840959,2.4298112058465287,0.2789508525819626,2.7104141291108403,1.5122031789702366,1,11.0,11.0,1.315285814812299,1.114899063366568,0.6255566788135947,0.8914799859318043,0.5468860186290916,-0.07050619594027177,-0.00043307975183302244,0.48171660710180064
PT0002000068856781NM,31.704263594334776,2.811839588193155,44.0,31.0,29.0,37.0,3.0,0.00018342565758098242,0.0011005539454858946,15,30.555367821315457,32.49595489604293,0.9402821957091102,3.73474178403756,23.85351970622178,1,15.0,15.0,1.7468278865708708,0.08868963569605198,0.07054534579728415,0.8626651706384657,0.6470175828689655,-0.3252567603263383,-0.00010703016296493894,0.27220343487848403
PT0002000068856872QG,0.14573470242552705,0.5018961602024873,9.0,0.0,0.0,1.0,0.0,0.03656284774447583,0.8597160570820647,21,0.09071945512761019,0.1432269009918218,0.6333967606601376,0.23020706455542028,0.16022420783843497,1,21.0,10.0,0.11451318927279591,3.443902871788309,1.4026191377417132,0.6330649051328426,0.08803857928906318,0.008815505219737313,0.0006549055872179001,0.6005244237735335
PT0002000068856906VS,5.8308077101832145,2.7890089307235324,26.0,5.0,3.0,11.0,3.0,0.00018342565758098242,0.0004891350868826198,13,5.6680387756141695,5.932700368879947,0.9553893544575311,2.095070422535211,2.6632344078203642,0,13.0,9.5,0.8080133155274782,0.4783229132822658,0.36331144847106284,0.8835997555454124,0.5225237498431144,-0.12311477691316543,-0.00022028198835825113,0.36418992591013977
PT0002000068856952LS,0.8557403161937654,1.2215457264349465,8.0,1.0,0.0,3.0,1.0,0.17857099184367242,0.36181322376707387,22,1.0683080343572176,0.6150255102040817,1.7370141833673285,1.1667857142857143,0.9279023137003687,1,22.0,23.0,0.033788176032568534,1.4274724508344325,0.9687172659816042,0.8041072626571804,0.8347085678577345,0.058891816874765406,0.0008738980715192166,0.9547774305383958
PT0002000068857099AR,3.037575519114586,3.3787151238450197,24.0,2.0,1.0,12.0,2.0,0.03655061936730376,0.010491947613632195,21,1.6504046908079688,3.0098964677222897,0.5483260665297557,6.841961023142509,2.8844852964898693,1,21.0,1.0,1.7269445435026693,1.1123065426962198,0.3714717412385468,0.89924561102767,0.5747270084298061,0.10799861533469658,0.00038492849198680534,0.39139585707829894
PT0002000068857897ZV,11.821045083007565,10.001592823218605,65.0,7.0,5.0,35.0,6.0,0.03655061936730376,0.0006970174988077333,9,6.618225464470721,15.50469810335827,0.4268529074446947,15.30085261875761,2.6632344078203642,0,9.0,9.5,7.225435044585215,0.8460836375284302,0.49294955727060363,0.9804225527413394,0.6925441862838284,0.05136948572452544,4.70476893896378e-05,0.40693280290383027
PT0002000068857909SY,4.524400304607184,4.976053969241479,24.0,1.0,0.0,14.0,7.0,0.036526162612959635,0.23263264732137398,21,0.9163571296113434,5.597507395162694,0.16370806948879593,7.937576126674786,4.627554042941916,1,21.0,0.0,1.800355297589797,1.099826194462585,0.6166626506060978,0.9581202278390227,0.6355828886179489,-0.001981736478100243,-4.742013775959233e-06,0.5365157283554102
PT0002000068859187RL,11.734562087986008,11.20055195921767,58.0,7.0,2.0,35.0,15.0,0.00017119728040891695,0.0011005539454858946,0,15.164043423112718,10.992873910127432,1.3794430416546943,14.55551563583803,10.82668392911742,1,0.0,1.0,6.3366881496188965,0.9544925388127551,0.6058810389764445,0.9754831409223165,0.8010320438485822,-0.023528289449185193,-2.0917784300174132e-05,0.5862963094865926
PT0002000068859325FL,31.50468339489015,27.806965356384325,500.0,25.0,7.0,70.0,33.0,0.0365383909901317,0.009330251782285973,19,11.141991980862286,40.069775535061765,0.2780647466096446,51.92813641900122,28.587788930874684,1,19.0,10.0,8.337023381407306,0.8826295763027546,0.401767439814792,0.9400466667141486,0.5812442810496,-0.05133506050428213,-1.7640967564411594e-05,0.38910520996633535
