cluster,f01_pct_hora_00,f02_pct_hora_01,f03_pct_hora_02,f04_pct_hora_03,f05_pct_hora_04,f06_pct_hora_05,f07_pct_hora_06,f08_pct_hora_07,f09_pct_hora_08,f10_pct_hora_09,f11_pct_hora_10,f12_pct_hora_11,f13_pct_hora_12,f14_pct_hora_13,f15_pct_hora_14,f16_pct_hora_15,f17_pct_hora_16,f18_pct_hora_17,f19_pct_hora_18,f20_pct_hora_19,f21_pct_hora_20,f22_pct_hora_21,f23_pct_hora_22,f24_pct_hora_23
0,3.0328521111827467,3.1215293626028524,3.0565254404530107,2.9409496047162715,2.8526046661594857,2.744546906046706,2.683781996232606,3.1344962282192275,4.7324670696632785,5.779904568148834,6.179657863833336,6.318129365640859,6.386858599607103,5.909468475120019,5.800295398101313,5.6404722780182155,5.318568289811706,5.1668922378077164,4.455155078006988,3.511525015423028,3.04589947542984,2.822139858180131,2.692733282158661,2.6725468294360635
1,3.4052606013728037,1.9665261207332263,1.5999667491520675,1.6453921792696142,1.761558726119585,1.6505887499058556,1.483463316896753,1.694146879345312,2.346943363757089,3.5747211396518423,4.847713718662,4.720801612445357,4.164458351473098,3.6717039603977715,3.9745234723683156,4.1619130783961085,4.312317773316232,5.060887950923642,6.490126423021082,7.810776126400737,8.547060360929308,8.354070052993894,7.367607836635389,5.3874714558329195
2,7.956081064230949,7.5808532465418725,7.472590338557143,7.61080321584251,7.6697392766842,7.551112433762114,6.493945208914518,3.3087269236389045,0.9069932388147119,0.5730346468648851,0.5599676125072373,0.5309502322165818,0.5728000577526698,0.529422215744892,0.5321257320336458,0.5231017400773835,0.4589456742126613,1.2932621255678671,2.820539277434773,4.333307598346038,6.230959155002792,7.928460452978752,8.368535894111305,8.193742638161591
